country,year,lat,lon,wealthpooled,households,urban_rural
angola,2015,-5.632512,12.17568,1.0977863073349,25,1
angola,2015,-8.763538,13.302935,1.74172294139862,26,1
angola,2015,-14.949819,13.473267,0.96632593870163,26,1
angola,2015,-13.166215,15.196275,-0.528072774410248,26,0
angola,2015,-16.709127,15.839561,-0.604178905487061,23,0
angola,2015,-8.977462,13.157576,0.933467209339142,22,1
angola,2015,-7.563906,15.018431,-0.500451028347015,25,1
angola,2015,-8.592545,13.654425,1.41779506206512,19,1
angola,2015,-15.188462,12.152522,1.99941647052765,26,1
angola,2015,-12.371358,13.590602,1.72269678115845,23,1
angola,2015,-13.619158,14.687235,-0.681308805942535,26,0
angola,2015,-14.908194,13.493841,1.79696393013,26,1
angola,2015,-14.350416,13.190048,-0.904541373252869,26,0
angola,2015,-6.031846,14.137272,-0.140923395752907,15,0
angola,2015,-6.972607,16.142523,-0.893955171108246,24,0
angola,2015,-11.929634,15.808367,-0.805923521518707,26,0
angola,2015,-6.342172,16.350166,-0.995616495609283,25,0
angola,2015,-8.656837,16.532002,0.67788028717041,22,0
angola,2015,-7.79601,15.23578,-0.584278702735901,24,0
angola,2015,-13.436207,18.883575,-0.702967524528503,26,0
angola,2015,-9.683938,20.393702,-0.301980257034302,26,1
angola,2015,-14.104494,21.425386,-0.540566563606262,26,1
angola,2015,-10.818325,14.419114,-0.0330285131931305,25,0
angola,2015,-9.518101,16.273402,0.268231242895126,23,0
angola,2015,-8.918549,13.234823,1.73934543132782,24,1
angola,2015,-7.926358,15.041177,0.0621454380452633,26,1
angola,2015,-14.328936,14.469405,-0.489343494176865,26,0
angola,2015,-16.84332,15.712141,-0.866581082344055,26,0
angola,2015,-9.298273,14.931836,0.980097353458405,24,1
angola,2015,-10.701804,22.240186,-0.373421221971512,26,1
angola,2015,-10.871485,14.687334,-0.499605149030685,25,0
angola,2015,-7.688141,21.36087,-0.0235558804124594,17,1
angola,2015,-17.997039,21.432267,1.05825567245483,26,0
angola,2015,-13.256458,15.614284,-0.508465707302094,23,1
angola,2015,-13.980614,13.098154,-1.13968729972839,26,0
angola,2015,-16.327725,22.032553,-0.157714143395424,25,1
angola,2015,-12.411371,16.92551,1.15518665313721,24,1
angola,2015,-8.88388,13.30658,1.30874919891357,14,1
angola,2015,-9.66931,14.471415,0.933831930160522,24,1
angola,2015,-17.175198,15.109984,-0.981859624385834,26,0
angola,2015,-11.525136,20.723092,-0.55421382188797,25,0
angola,2015,-8.65226,13.517859,1.24134635925293,25,0
angola,2015,-15.678227,15.788916,0.242533683776855,23,1
angola,2015,-14.705272,18.677123,-0.72392213344574,24,0
angola,2015,-17.048349,15.440339,-0.85539722442627,26,0
angola,2015,-11.270709,16.693282,-0.882916569709778,26,0
angola,2015,-7.852511,13.721998,-0.29122930765152,22,0
angola,2015,-14.927053,13.508683,1.16071712970734,25,1
angola,2015,-9.685911,14.441512,1.21873128414154,24,1
angola,2015,-7.227613,15.793235,-0.622973740100861,24,0
angola,2015,-13.179137,13.878191,-0.660904347896576,26,0
angola,2015,-8.630636,14.924763,-0.851663172245026,26,0
angola,2015,-16.431967,14.799341,-1.07993578910828,25,0
angola,2015,-8.905893,13.211567,0.207821309566498,25,1
angola,2015,-13.550179,16.014597,-0.0897746831178665,22,0
angola,2015,-9.834119,14.826709,-0.50689971446991,26,0
angola,2015,-15.191882,12.154841,1.1829479932785,26,1
angola,2015,-15.217429,12.131375,1.03168773651123,25,1
angola,2015,-8.748448,15.825732,-1.10571455955505,26,0
angola,2015,-17.00246,16.224902,-1.01292741298676,26,0
angola,2015,-11.899668,22.91323,-0.285924732685089,18,1
angola,2015,-8.679251,13.444547,1.46783220767975,26,1
angola,2015,-8.702282,13.449153,2.23670244216919,26,1
angola,2015,-12.100308,15.252124,-0.709757626056671,26,0
angola,2015,-8.84601,13.232315,2.41765356063843,22,1
angola,2015,-14.65584,17.760534,-0.67311704158783,26,0
angola,2015,-7.601551,15.208601,-0.586259484291077,25,0
angola,2015,-12.401092,13.577186,0.923033595085144,25,1
angola,2015,-9.556523,16.342303,0.831918895244598,24,1
angola,2015,-9.335639,14.930198,-0.666021943092346,26,0
angola,2015,-11.133521,14.920621,-0.494604200124741,24,0
angola,2015,-14.746594,13.716287,-0.692084312438965,26,0
angola,2015,-17.984013,20.775295,0.627624452114105,25,1
angola,2015,-12.490435,14.578187,-0.974379062652588,21,0
angola,2015,-9.177717,15.239061,-0.762248158454895,24,0
angola,2015,-14.73289297,14.07507131,-0.852964818477631,26,0
angola,2015,-11.147339,14.43988,-0.605204522609711,22,0
angola,2015,-10.736612,13.758538,1.9135650396347,25,1
angola,2015,-5.554035,12.257094,2.47031760215759,24,1
